id,record_type,view_id,row_id,column_id,capability_refs,need,operation,outcome,implementation_status,standing,source_refs,code_refs,test_refs,account_ref,relation,coverage,extensions,question
cap.ql.service-readings,capability,,,,[],Locate refract relate or synthesise a subject,QlService ServiceRequest dispatch,Reading preserving subject provider and result provenance,implemented contracts; source-inspected 2026-09-06; provider/runtime acceptance not exercised,agent-inference,skills/ql-operation/SKILL.md,crates/ql-service/src/service.rs,crates/ql-service/tests/provider_service.rs,ql.html#q2/refract,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [], ""cli_exposure"": {""kind"": ""gap"", ""reason"": ""The service contract exists, but this CLI only negotiates availability and the observed provider is absent; it does not execute readings.""}, ""converted_from_sha256"": ""86d000724352ae0b39b4a596596bd181b78a9f5b53435404b7d851d90e22920a"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""QL-MEF#87""], ""code_basis"": {""crates/ql-service/src/service.rs"": ""c51aed38de62fd2152308c69ac02b55c3dfbb8dc8216e0dfeb2bbaf6be695884""}, ""updated_at"": ""2026-09-06""}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
cap.ql.client-modes,capability,,,,[],Continue ordinary work when reading is optional,Disabled Optional Required adapter modes,Native subject preserved and availability handled explicitly,implemented contracts; source-inspected 2026-09-06; provider/runtime acceptance not exercised,agent-inference,skills/ql-operation/SKILL.md,crates/ql-adapters/src/core.rs,crates/ql-adapters/tests/noql_matrix.rs,ql.html#q1/services,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [], ""cli_exposure"": {""kind"": ""library"", ""reason"": ""Disabled, optional, and required adapter modes are ql-adapters library contracts.""}, ""converted_from_sha256"": ""86d000724352ae0b39b4a596596bd181b78a9f5b53435404b7d851d90e22920a"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""QL-MEF#87""], ""code_basis"": {""crates/ql-adapters/src/core.rs"": ""95996a65e0aab39f6990c45889b271b912239f123c9078fbda5c407aaa978ad0""}, ""updated_at"": ""2026-09-06""}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
cap.ql.wiki-structure,capability,,,,[],Use ordinary nodes and disclosed partial wholes,Wiki structural contracts and anchor relations,Stable structural representation without completeness gating,implemented; selected native tests passed 2026-09-06,agent-inference,docs/wiki-structural-contract-v2.md,crates/ql-core/src/structural.rs,crates/ql-core/tests/wiki_structural_contract.rs,ql.html#q3/structure,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [], ""cli_exposure"": {""kind"": ""library"", ""reason"": ""Wiki structural contracts are exposed by ql-core libraries, with no emitted CLI command.""}, ""converted_from_sha256"": ""86d000724352ae0b39b4a596596bd181b78a9f5b53435404b7d851d90e22920a"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""QL-MEF#87""], ""code_basis"": {""crates/ql-core/src/structural.rs"": ""e725fc99652b4f25b80cbc82e86b8c99faf5c1be6ae3bd9c1e188150f5a2c1f3""}, ""updated_at"": ""2026-09-06""}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
cap.ql.wiki-refraction,capability,,,,[],Inspect selected wiki relationships formally,WikiFrame refraction,Derived reading with target revision and operator basis,implemented contracts; source-inspected 2026-09-06; provider/runtime acceptance not exercised,agent-inference,docs/wiki-structural-contract-v2.md,crates/ql-wiki/src/refraction.rs,crates/ql-wiki/tests/wiki_refraction.rs,ql.html#q2/wiki-encounter,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [], ""cli_exposure"": {""kind"": ""library"", ""reason"": ""WikiFrame refraction is a ql-wiki library contract, with no emitted CLI command.""}, ""converted_from_sha256"": ""86d000724352ae0b39b4a596596bd181b78a9f5b53435404b7d851d90e22920a"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""QL-MEF#87""], ""code_basis"": {""crates/ql-wiki/src/refraction.rs"": ""52cf52cd79f77bb7a31f36b1a547103ea9361653aefc60c7dbac2a1319d8729a""}, ""updated_at"": ""2026-09-06""}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
cap.ql.wiki-portals,capability,,,,[],Traverse explicit cross-wiki relationships,MetaBinding and portal traversal,Cross-wiki traversal preserving identities,implemented contracts; source-inspected 2026-09-06; provider/runtime acceptance not exercised,agent-inference,docs/wiki-structural-contract-v2.md,crates/ql-wiki/src/portal.rs,crates/ql-wiki/tests/meta_portal.rs,ql.html#q2/wiki-encounter,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [], ""cli_exposure"": {""kind"": ""library"", ""reason"": ""Portal traversal is a ql-wiki library contract, with no emitted CLI command.""}, ""converted_from_sha256"": ""86d000724352ae0b39b4a596596bd181b78a9f5b53435404b7d851d90e22920a"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""QL-MEF#87""], ""code_basis"": {""crates/ql-wiki/src/portal.rs"": ""919ce316d0f35420202426ffbb76de04b72dfd0668845fcd16bb2be420b07908""}, ""updated_at"": ""2026-09-06""}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
cap.ql.living-wiki,capability,,,,[],Orient and expand within a bounded knowledge field,Living-wiki methods and entry aperture,Attributable partial or qualified contextual reading,implemented contracts; source-inspected 2026-09-06; provider/runtime acceptance not exercised,agent-inference,../github-recovery-mirror/mirror/QL-MEF/issues/79.json,crates/ql-wiki/src/living_methods.rs,crates/ql-wiki/src/living_methods.rs,ql.html#q2/wiki-encounter,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [], ""cli_exposure"": {""kind"": ""library"", ""reason"": ""Living-wiki methods are ql-wiki library contracts, with no emitted CLI command.""}, ""converted_from_sha256"": ""86d000724352ae0b39b4a596596bd181b78a9f5b53435404b7d851d90e22920a"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""QL-MEF#87""], ""code_basis"": {""crates/ql-wiki/src/living_methods.rs"": ""bf594f7d398b5cac883c14f0739c35eb4d838f41db25571326ef6ef33c70a9e3""}, ""updated_at"": ""2026-09-06""}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
cap.ql.cli-verification,capability,,,,[],Obtain a bounded local verification result,ql verify,Named deterministic verification checks,implemented; selected native tests passed 2026-09-06,agent-inference,../github-recovery-mirror/mirror/QL-MEF/issues/87.json,crates/ql-cli/src/lib.rs,crates/ql-cli/src/lib.rs,ql.html#q5/verification,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [""verify""], ""cli_exposure"": {""kind"": ""direct"", ""reason"": ""The CLI emits its bounded native verification result.""}, ""converted_from_sha256"": ""86d000724352ae0b39b4a596596bd181b78a9f5b53435404b7d851d90e22920a"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""QL-MEF#87"", ""QL-MEF:agent/ql-multi-matrix-profile""], ""code_basis"": {""crates/ql-cli/src/lib.rs"": ""012922d73ae798df7ea3a88ba3194c9e7987c9c96525c395892aabbe3e28a215""}, ""updated_at"": ""2026-09-08""}, ""last_reconciled_at"": ""2026-09-08T10:44:17.878137+00:00""}",
cap.ql.kernel-parity,capability,,,,[],Keep C and Rust relations aligned to one source,Shared holographic contract and parity fixtures,Explicit common relation identities and source provenance,implemented; selected native tests passed 2026-09-06,agent-inference,docs/HOLOGRAPHIC-KERNEL-FORMAL-REFERENCE.md,crates/ql-core/src/kernel.rs,crates/ql-mef/tests/holographic_kernel_contract.rs,ql.html#q0/provenance,,,"{""basis"": ""Source-recovered capability account; original verification limits retained in Markdown."", ""cli_commands"": [], ""cli_exposure"": {""kind"": ""library"", ""reason"": ""Kernel parity is maintained through ql-core and fixture contracts, with no emitted CLI command.""}, ""converted_from_sha256"": ""86d000724352ae0b39b4a596596bd181b78a9f5b53435404b7d851d90e22920a"", ""maintenance"": {""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""QL-MEF#87""], ""code_basis"": {""crates/ql-core/src/kernel.rs"": ""d615307e8408749847707e60fae2aeb70d216ee710e0d0fb9a9dfe2861081156""}, ""updated_at"": ""2026-09-06""}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
H0->H5,relation,suite-relations,H0,H5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,05/50:ground-synthesis,H,"{""src_product"": ""Central"", ""dst_product"": ""QL"", ""ql"": ""B3|C1"", ""cf_view"": ""CF7"", ""seam"": ""05/50:ground-synthesis"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
H0->A5,relation,suite-relations,H0,A5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,05/50:ground-synthesis,H,"{""src_product"": ""Central"", ""dst_product"": ""QL"", ""ql"": ""D2-require|D2-complete"", ""cf_view"": ""CF7"", ""seam"": ""05/50:ground-synthesis"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Central#24(PR);EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
H1->H5,relation,suite-relations,H1,H5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,15:agency-ql,S,"{""src_product"": ""Actuation"", ""dst_product"": ""QL"", ""ql"": """", ""cf_view"": """", ""seam"": ""15:agency-ql"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
H1->A5,relation,suite-relations,H1,A5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,15:agency-ql,S,"{""src_product"": ""Actuation"", ""dst_product"": ""QL"", ""ql"": """", ""cf_view"": """", ""seam"": ""15:agency-ql"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
H2->H5,relation,suite-relations,H2,H5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,25:context-ql,S,"{""src_product"": ""AIKit"", ""dst_product"": ""QL"", ""ql"": """", ""cf_view"": """", ""seam"": ""25:context-ql"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/ai-kit#58(PR);EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
H2->A5,relation,suite-relations,H2,A5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,25:context-ql,S,"{""src_product"": ""AIKit"", ""dst_product"": ""QL"", ""ql"": """", ""cf_view"": """", ""seam"": ""25:context-ql"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/ai-kit#58(PR);EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
H3->H5,relation,suite-relations,H3,H5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,35:development-ql,S,"{""src_product"": ""Factory"", ""dst_product"": ""QL"", ""ql"": """", ""cf_view"": """", ""seam"": ""35:development-ql"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/agent-system-design#132(PR);EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
H3->A5,relation,suite-relations,H3,A5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,35:development-ql,S,"{""src_product"": ""Factory"", ""dst_product"": ""QL"", ""ql"": """", ""cf_view"": """", ""seam"": ""35:development-ql"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/agent-system-design#132(PR);EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
H4->H5,relation,suite-relations,H4,H5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,45:actuality-formal-intelligence,H,"{""src_product"": ""Workcell"", ""dst_product"": ""QL"", ""ql"": ""A3"", ""cf_view"": ""CF5/CF6-field"", ""seam"": ""45:actuality-formal-intelligence"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Workcell#18(PR);EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
H4->A5,relation,suite-relations,H4,A5,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,45:actuality-formal-intelligence,H,"{""src_product"": ""Workcell"", ""dst_product"": ""QL"", ""ql"": ""D2-transform"", ""cf_view"": ""CF5/CF6-field"", ""seam"": ""45:actuality-formal-intelligence"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Workcell#18(PR);EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:24.557139+00:00""}",
