id,record_type,view_id,row_id,column_id,capability_refs,need,operation,outcome,implementation_status,standing,source_refs,code_refs,test_refs,account_ref,relation,coverage,extensions
M1P-QL-FLOWERING,capability,,,,[],Walk positions/relations and compose lens-as-scale traversal,"Operate M1′ position, relation, complement, conjugacy and lens traversal as one bounded relational instrument with recursive Return.",Walk positions/relations and compose lens-as-scale traversal,unresolved,architecture-contract,epi-m-capability-field-m1.json;epi-capability-readiness.json,,,EPI-M-CAPABILITY-FIELD.md,,,"{""capability"":{""capability_ref"":""M1P-QL-FLOWERING"",""m"":""M1"",""for_what"":""Walk positions/relations and compose lens-as-scale traversal"",""m_prime_operation"":""Operate M1′ position, relation, complement, conjugacy and lens traversal as one bounded relational instrument with recursive Return."",""s_prime"":[""S1′ Hen"",""S2′ Pleroma"",""S4′ Anima""],""native_owners"":[""QL-MEF"",""AIKit""],""evidence_refs"":[""AIKIT_SEMANTIC_WIKI_158"",""QLMEF_CURRENT_KERNEL""],""m_standing"":""CURRENT-DOMAIN-SPEC"",""epi_composition_standing"":""DERIVED-CURRENT-ARCHITECTURE"",""epii_on_x_ref"":""EPII_ON_M1_PARAMASIVA"",""return_profile"":""M1""},""domain"":{""schema_version"":""epi-m-capability-domain/0.2"",""status"":""active-research-matrix"",""date"":""2026-09-03"",""m"":""M1"",""m_name"":""Paramaśiva"",""m_prime"":""M1′ relational / harmonic instrument"",""epii_on_x"":{""ref"":""EPII_ON_M1_PARAMASIVA"",""name"":""Epii-on-Paramaśiva"",""source"":""m5-prime-epii-on-paramasiva-ql-cpt-and-rag.md"",""blob"":""df9a75b806ea68b525871c63c43c968c57570698"",""standing"":""CURRENT-DOMAIN-SPEC / RESEARCH-PROPOSITION"",""developmental_law"":""Foundational-derivational CPT + RAG; model is articulating voice, executable matheme remains authority.""},""return"":{""target_ground"":""Paramaśiva formal/matheme source"",""recognition_owner"":""QL-MEF formal source authority with human authorial ratification for canonical change"",""proposal_is_not_promotion"":true}},""readiness"":{""ref"":""M1P-QL-FLOWERING"",""readiness"":""READY-TO-COMPOSE""},""evidence"":{""AIKIT_SEMANTIC_WIKI_158"":{""standing"":""IMPLEMENTATION-FACT"",""owner"":""AIKit"",""revision"":""current main at 00afe1b91f00f3881cac56459fa1cff8e7ba7183"",""source"":""EpiLogos/ai-kit#158 (closed completed)"",""relation"":""SemanticWiki/Living Knowledge/Contemplate operates canonical QL-shaped knowledge with provenance, bounded deterministic preflight, generated WikiReadings and Return; no automatic model invocation or canon promotion.""},""QLMEF_CURRENT_KERNEL"":{""standing"":""CURRENT-DEVELOPMENT"",""owner"":""QL-MEF"",""revision"":""590ea5464e0b422beaddea2669039e3d8c7fcb5c"",""source"":""QL-MEF current main plus current subsystem matrix/kernel carriers"",""relation"":""Current QL/MEF/Vāk/kernel owner supplies formal relations and domain instrument substrate; each capability-specific implementation/observed-result claim still requires exact native proof when promoted.""}},""standing_mapping"":{""source"":""CURRENT-DOMAIN-SPEC"",""canonical"":""architecture-contract"",""basis"":""Source domain specification role; no implementation claim.""}}"
M1P-TOPOLOGY,capability,,,,[],"Render played torus, Hopf and 4pi topology recognition",Make torus/Hopf/4π relations experientially inspectable in M1′ and return observations as evidence without rewriting the formal topology.,"Render played torus, Hopf and 4pi topology recognition",unresolved,architecture-contract,epi-m-capability-field-m1.json;epi-capability-readiness.json,,,EPI-M-CAPABILITY-FIELD.md,,,"{""capability"":{""capability_ref"":""M1P-TOPOLOGY"",""m"":""M1"",""for_what"":""Render played torus, Hopf and 4pi topology recognition"",""m_prime_operation"":""Make torus/Hopf/4π relations experientially inspectable in M1′ and return observations as evidence without rewriting the formal topology."",""s_prime"":[""S2′ Pleroma"",""S4′ Anima"",""S5′ Aletheia""],""native_owners"":[""QL-MEF"",""AIKit""],""evidence_refs"":[""QLMEF_CURRENT_KERNEL""],""m_standing"":""CURRENT-DOMAIN-SPEC"",""epi_composition_standing"":""DERIVED-CURRENT-ARCHITECTURE"",""epii_on_x_ref"":""EPII_ON_M1_PARAMASIVA"",""return_profile"":""M1""},""domain"":{""schema_version"":""epi-m-capability-domain/0.2"",""status"":""active-research-matrix"",""date"":""2026-09-03"",""m"":""M1"",""m_name"":""Paramaśiva"",""m_prime"":""M1′ relational / harmonic instrument"",""epii_on_x"":{""ref"":""EPII_ON_M1_PARAMASIVA"",""name"":""Epii-on-Paramaśiva"",""source"":""m5-prime-epii-on-paramasiva-ql-cpt-and-rag.md"",""blob"":""df9a75b806ea68b525871c63c43c968c57570698"",""standing"":""CURRENT-DOMAIN-SPEC / RESEARCH-PROPOSITION"",""developmental_law"":""Foundational-derivational CPT + RAG; model is articulating voice, executable matheme remains authority.""},""return"":{""target_ground"":""Paramaśiva formal/matheme source"",""recognition_owner"":""QL-MEF formal source authority with human authorial ratification for canonical change"",""proposal_is_not_promotion"":true}},""readiness"":{""ref"":""M1P-TOPOLOGY"",""readiness"":""EPI-GAP""},""evidence"":{""QLMEF_CURRENT_KERNEL"":{""standing"":""CURRENT-DEVELOPMENT"",""owner"":""QL-MEF"",""revision"":""590ea5464e0b422beaddea2669039e3d8c7fcb5c"",""source"":""QL-MEF current main plus current subsystem matrix/kernel carriers"",""relation"":""Current QL/MEF/Vāk/kernel owner supplies formal relations and domain instrument substrate; each capability-specific implementation/observed-result claim still requires exact native proof when promoted.""}},""standing_mapping"":{""source"":""CURRENT-DOMAIN-SPEC"",""canonical"":""architecture-contract"",""basis"":""Source domain specification role; no implementation claim.""}}"
M2P-PROFILE-SOURCE,capability,,,,[],Validate and serve 72-space addresses and correspondential descriptors,Address the M2′ 72-space from canonical profile sources with explicit provenance and derived/canonical standing.,Validate and serve 72-space addresses and correspondential descriptors,unresolved,architecture-contract,epi-m-capability-field-m2.json;epi-capability-readiness.json,,,EPI-M-CAPABILITY-FIELD.md,,,"{""capability"":{""capability_ref"":""M2P-PROFILE-SOURCE"",""m"":""M2"",""for_what"":""Validate and serve 72-space addresses and correspondential descriptors"",""m_prime_operation"":""Address the M2′ 72-space from canonical profile sources with explicit provenance and derived/canonical standing."",""s_prime"":[""S0′ Khora"",""S1′ Hen"",""S2′ Pleroma""],""native_owners"":[""QL-MEF"",""AIKit""],""evidence_refs"":[""QLMEF_CURRENT_KERNEL""],""m_standing"":""CURRENT-DOMAIN-SPEC"",""epi_composition_standing"":""DERIVED-CURRENT-ARCHITECTURE"",""epii_on_x_ref"":""EPII_ON_M2_PARASAKTI"",""return_profile"":""M2""},""domain"":{""schema_version"":""epi-m-capability-domain/0.2"",""status"":""active-research-matrix"",""date"":""2026-09-03"",""m"":""M2"",""m_name"":""Paraśakti"",""m_prime"":""M2′ correspondential / cymatic instrument"",""epii_on_x"":{""ref"":""EPII_ON_M2_PARASAKTI"",""name"":""Epii-on-Paraśakti"",""source"":""m5-prime-epii-on-parashakti-graph-relational-ml.md"",""blob"":""530c3a15dd27945545328a9d015f18ea038265f9"",""standing"":""CURRENT-DOMAIN-SPEC / RESEARCH-PROPOSITION"",""developmental_law"":""Graph-relational ML over derived representation geometry; embeddings remain rebuildable and non-canonical.""},""return"":{""target_ground"":""Paraśakti canonical correspondential source"",""recognition_owner"":""QL-MEF/Epi correspondential source authority; learned geometry and fitness evidence remain derived until recognised"",""proposal_is_not_promotion"":true}},""readiness"":{""ref"":""M2P-PROFILE-SOURCE"",""readiness"":""EPI-GAP""},""evidence"":{""QLMEF_CURRENT_KERNEL"":{""standing"":""CURRENT-DEVELOPMENT"",""owner"":""QL-MEF"",""revision"":""590ea5464e0b422beaddea2669039e3d8c7fcb5c"",""source"":""QL-MEF current main plus current subsystem matrix/kernel carriers"",""relation"":""Current QL/MEF/Vāk/kernel owner supplies formal relations and domain instrument substrate; each capability-specific implementation/observed-result claim still requires exact native proof when promoted.""}},""standing_mapping"":{""source"":""CURRENT-DOMAIN-SPEC"",""canonical"":""architecture-contract"",""basis"":""Source domain specification role; no implementation claim.""}}"
M2P-VIMARSHA-AUDIO,capability,,,,[],Read Prakāśa profile through Vimarśa/MEF and produce shared 8+4 audio bus,"Play the M2′ Vimarśa/cymatic reading as a time-qualified, materialised audio/instrument state while retaining its source profile.",Read Prakāśa profile through Vimarśa/MEF and produce shared 8+4 audio bus,unresolved,architecture-contract,epi-m-capability-field-m2.json;epi-capability-readiness.json,,,EPI-M-CAPABILITY-FIELD.md,,,"{""capability"":{""capability_ref"":""M2P-VIMARSHA-AUDIO"",""m"":""M2"",""for_what"":""Read Prakāśa profile through Vimarśa/MEF and produce shared 8+4 audio bus"",""m_prime_operation"":""Play the M2′ Vimarśa/cymatic reading as a time-qualified, materialised audio/instrument state while retaining its source profile."",""s_prime"":[""S2′ Pleroma"",""S3′ Chronos"",""S4′ Anima""],""native_owners"":[""QL-MEF"",""AIKit"",""Workcell""],""evidence_refs"":[""QLMEF_CURRENT_KERNEL"",""WORKCELL_MATERIAL_BODY""],""m_standing"":""CURRENT-DOMAIN-SPEC"",""epi_composition_standing"":""DERIVED-CURRENT-ARCHITECTURE"",""epii_on_x_ref"":""EPII_ON_M2_PARASAKTI"",""return_profile"":""M2""},""domain"":{""schema_version"":""epi-m-capability-domain/0.2"",""status"":""active-research-matrix"",""date"":""2026-09-03"",""m"":""M2"",""m_name"":""Paraśakti"",""m_prime"":""M2′ correspondential / cymatic instrument"",""epii_on_x"":{""ref"":""EPII_ON_M2_PARASAKTI"",""name"":""Epii-on-Paraśakti"",""source"":""m5-prime-epii-on-parashakti-graph-relational-ml.md"",""blob"":""530c3a15dd27945545328a9d015f18ea038265f9"",""standing"":""CURRENT-DOMAIN-SPEC / RESEARCH-PROPOSITION"",""developmental_law"":""Graph-relational ML over derived representation geometry; embeddings remain rebuildable and non-canonical.""},""return"":{""target_ground"":""Paraśakti canonical correspondential source"",""recognition_owner"":""QL-MEF/Epi correspondential source authority; learned geometry and fitness evidence remain derived until recognised"",""proposal_is_not_promotion"":true}},""readiness"":{""ref"":""M2P-VIMARSHA-AUDIO"",""readiness"":""EPI-GAP""},""evidence"":{""QLMEF_CURRENT_KERNEL"":{""standing"":""CURRENT-DEVELOPMENT"",""owner"":""QL-MEF"",""revision"":""590ea5464e0b422beaddea2669039e3d8c7fcb5c"",""source"":""QL-MEF current main plus current subsystem matrix/kernel carriers"",""relation"":""Current QL/MEF/Vāk/kernel owner supplies formal relations and domain instrument substrate; each capability-specific implementation/observed-result claim still requires exact native proof when promoted.""},""WORKCELL_MATERIAL_BODY"":{""standing"":""IMPLEMENTATION-FACT"",""owner"":""Workcell"",""revision"":""25792dc3aa8e4c54088c0696cee00f8efefe03ad"",""source"":""Workcell current main"",""relation"":""Workcell owns material provider/body/process/service conditions; material identity remains distinct from Agent, capability and Epi semantic identity.""}},""standing_mapping"":{""source"":""CURRENT-DOMAIN-SPEC"",""canonical"":""architecture-contract"",""basis"":""Source domain specification role; no implementation claim.""}}"
M2P-ELEMENTAL-MEDIUM,capability,,,,[],Resolve tattva/element/chakra/media response with provenance,Resolve an M2′ elemental/tattvic/chakral medium as a provenance-bearing correspondence under the active lens and temporal conditions.,Resolve tattva/element/chakra/media response with provenance,unresolved,architecture-contract,epi-m-capability-field-m2.json;epi-capability-readiness.json,,,EPI-M-CAPABILITY-FIELD.md,,,"{""capability"":{""capability_ref"":""M2P-ELEMENTAL-MEDIUM"",""m"":""M2"",""for_what"":""Resolve tattva/element/chakra/media response with provenance"",""m_prime_operation"":""Resolve an M2′ elemental/tattvic/chakral medium as a provenance-bearing correspondence under the active lens and temporal conditions."",""s_prime"":[""S1′ Hen"",""S2′ Pleroma"",""S3′ Chronos""],""native_owners"":[""QL-MEF"",""AIKit""],""evidence_refs"":[""QLMEF_CURRENT_KERNEL""],""m_standing"":""CURRENT-DOMAIN-SPEC"",""epi_composition_standing"":""DERIVED-CURRENT-ARCHITECTURE"",""epii_on_x_ref"":""EPII_ON_M2_PARASAKTI"",""return_profile"":""M2""},""domain"":{""schema_version"":""epi-m-capability-domain/0.2"",""status"":""active-research-matrix"",""date"":""2026-09-03"",""m"":""M2"",""m_name"":""Paraśakti"",""m_prime"":""M2′ correspondential / cymatic instrument"",""epii_on_x"":{""ref"":""EPII_ON_M2_PARASAKTI"",""name"":""Epii-on-Paraśakti"",""source"":""m5-prime-epii-on-parashakti-graph-relational-ml.md"",""blob"":""530c3a15dd27945545328a9d015f18ea038265f9"",""standing"":""CURRENT-DOMAIN-SPEC / RESEARCH-PROPOSITION"",""developmental_law"":""Graph-relational ML over derived representation geometry; embeddings remain rebuildable and non-canonical.""},""return"":{""target_ground"":""Paraśakti canonical correspondential source"",""recognition_owner"":""QL-MEF/Epi correspondential source authority; learned geometry and fitness evidence remain derived until recognised"",""proposal_is_not_promotion"":true}},""readiness"":{""ref"":""M2P-ELEMENTAL-MEDIUM"",""readiness"":""EPI-GAP""},""evidence"":{""QLMEF_CURRENT_KERNEL"":{""standing"":""CURRENT-DEVELOPMENT"",""owner"":""QL-MEF"",""revision"":""590ea5464e0b422beaddea2669039e3d8c7fcb5c"",""source"":""QL-MEF current main plus current subsystem matrix/kernel carriers"",""relation"":""Current QL/MEF/Vāk/kernel owner supplies formal relations and domain instrument substrate; each capability-specific implementation/observed-result claim still requires exact native proof when promoted.""}},""standing_mapping"":{""source"":""CURRENT-DOMAIN-SPEC"",""canonical"":""architecture-contract"",""basis"":""Source domain specification role; no implementation claim.""}}"
M2P-DECANIC-FACE,capability,,,,[],Resolve decan/zodiac/planet/body-zone light-shadow face,Expose an M2′ decanic/planetary face as a time-qualified reading whose light/shadow relation remains attributable and revisable.,Resolve decan/zodiac/planet/body-zone light-shadow face,unresolved,architecture-contract,epi-m-capability-field-m2.json;epi-capability-readiness.json,,,EPI-M-CAPABILITY-FIELD.md,,,"{""capability"":{""capability_ref"":""M2P-DECANIC-FACE"",""m"":""M2"",""for_what"":""Resolve decan/zodiac/planet/body-zone light-shadow face"",""m_prime_operation"":""Expose an M2′ decanic/planetary face as a time-qualified reading whose light/shadow relation remains attributable and revisable."",""s_prime"":[""S1′ Hen"",""S3′ Chronos"",""S5′ Aletheia""],""native_owners"":[""QL-MEF"",""AIKit""],""evidence_refs"":[""QLMEF_CURRENT_KERNEL""],""m_standing"":""CURRENT-DOMAIN-SPEC"",""epi_composition_standing"":""DERIVED-CURRENT-ARCHITECTURE"",""epii_on_x_ref"":""EPII_ON_M2_PARASAKTI"",""return_profile"":""M2""},""domain"":{""schema_version"":""epi-m-capability-domain/0.2"",""status"":""active-research-matrix"",""date"":""2026-09-03"",""m"":""M2"",""m_name"":""Paraśakti"",""m_prime"":""M2′ correspondential / cymatic instrument"",""epii_on_x"":{""ref"":""EPII_ON_M2_PARASAKTI"",""name"":""Epii-on-Paraśakti"",""source"":""m5-prime-epii-on-parashakti-graph-relational-ml.md"",""blob"":""530c3a15dd27945545328a9d015f18ea038265f9"",""standing"":""CURRENT-DOMAIN-SPEC / RESEARCH-PROPOSITION"",""developmental_law"":""Graph-relational ML over derived representation geometry; embeddings remain rebuildable and non-canonical.""},""return"":{""target_ground"":""Paraśakti canonical correspondential source"",""recognition_owner"":""QL-MEF/Epi correspondential source authority; learned geometry and fitness evidence remain derived until recognised"",""proposal_is_not_promotion"":true}},""readiness"":{""ref"":""M2P-DECANIC-FACE"",""readiness"":""EPI-GAP""},""evidence"":{""QLMEF_CURRENT_KERNEL"":{""standing"":""CURRENT-DEVELOPMENT"",""owner"":""QL-MEF"",""revision"":""590ea5464e0b422beaddea2669039e3d8c7fcb5c"",""source"":""QL-MEF current main plus current subsystem matrix/kernel carriers"",""relation"":""Current QL/MEF/Vāk/kernel owner supplies formal relations and domain instrument substrate; each capability-specific implementation/observed-result claim still requires exact native proof when promoted.""}},""standing_mapping"":{""source"":""CURRENT-DOMAIN-SPEC"",""canonical"":""architecture-contract"",""basis"":""Source domain specification role; no implementation claim.""}}"
M2P-SONIC-ARENA,capability,,,,[],Make sacred-sonic/maqam/mantra/planetary systems playable,"Compose M2′ sonic/correspondential systems into a playable arena under current Agency, instrument and material conditions.",Make sacred-sonic/maqam/mantra/planetary systems playable,unresolved,architecture-contract,epi-m-capability-field-m2.json;epi-capability-readiness.json,,,EPI-M-CAPABILITY-FIELD.md,,,"{""capability"":{""capability_ref"":""M2P-SONIC-ARENA"",""m"":""M2"",""for_what"":""Make sacred-sonic/maqam/mantra/planetary systems playable"",""m_prime_operation"":""Compose M2′ sonic/correspondential systems into a playable arena under current Agency, instrument and material conditions."",""s_prime"":[""S2′ Pleroma"",""S4′ Anima"",""S3′ Chronos""],""native_owners"":[""AIKit"",""QL-MEF"",""Workcell""],""evidence_refs"":[""QLMEF_CURRENT_KERNEL"",""WORKCELL_MATERIAL_BODY""],""m_standing"":""CURRENT-DOMAIN-SPEC"",""epi_composition_standing"":""DERIVED-CURRENT-ARCHITECTURE"",""epii_on_x_ref"":""EPII_ON_M2_PARASAKTI"",""return_profile"":""M2""},""domain"":{""schema_version"":""epi-m-capability-domain/0.2"",""status"":""active-research-matrix"",""date"":""2026-09-03"",""m"":""M2"",""m_name"":""Paraśakti"",""m_prime"":""M2′ correspondential / cymatic instrument"",""epii_on_x"":{""ref"":""EPII_ON_M2_PARASAKTI"",""name"":""Epii-on-Paraśakti"",""source"":""m5-prime-epii-on-parashakti-graph-relational-ml.md"",""blob"":""530c3a15dd27945545328a9d015f18ea038265f9"",""standing"":""CURRENT-DOMAIN-SPEC / RESEARCH-PROPOSITION"",""developmental_law"":""Graph-relational ML over derived representation geometry; embeddings remain rebuildable and non-canonical.""},""return"":{""target_ground"":""Paraśakti canonical correspondential source"",""recognition_owner"":""QL-MEF/Epi correspondential source authority; learned geometry and fitness evidence remain derived until recognised"",""proposal_is_not_promotion"":true}},""readiness"":{""ref"":""M2P-SONIC-ARENA"",""readiness"":""EPI-GAP""},""evidence"":{""QLMEF_CURRENT_KERNEL"":{""standing"":""CURRENT-DEVELOPMENT"",""owner"":""QL-MEF"",""revision"":""590ea5464e0b422beaddea2669039e3d8c7fcb5c"",""source"":""QL-MEF current main plus current subsystem matrix/kernel carriers"",""relation"":""Current QL/MEF/Vāk/kernel owner supplies formal relations and domain instrument substrate; each capability-specific implementation/observed-result claim still requires exact native proof when promoted.""},""WORKCELL_MATERIAL_BODY"":{""standing"":""IMPLEMENTATION-FACT"",""owner"":""Workcell"",""revision"":""25792dc3aa8e4c54088c0696cee00f8efefe03ad"",""source"":""Workcell current main"",""relation"":""Workcell owns material provider/body/process/service conditions; material identity remains distinct from Agent, capability and Epi semantic identity.""}},""standing_mapping"":{""source"":""CURRENT-DOMAIN-SPEC"",""canonical"":""architecture-contract"",""basis"":""Source domain specification role; no implementation claim.""}}"
M2P-DET-GATE,capability,,,,[],Project 72-space evidence into M3-ready 64-address evidence,Perform and inspect the M2′→M3 transduction as an attributable derived projection whose evidence can be reviewed before downstream use.,Project 72-space evidence into M3-ready 64-address evidence,unresolved,architecture-contract,epi-m-capability-field-m2.json;epi-capability-readiness.json,,,EPI-M-CAPABILITY-FIELD.md,,,"{""capability"":{""capability_ref"":""M2P-DET-GATE"",""m"":""M2"",""for_what"":""Project 72-space evidence into M3-ready 64-address evidence"",""m_prime_operation"":""Perform and inspect the M2′→M3 transduction as an attributable derived projection whose evidence can be reviewed before downstream use."",""s_prime"":[""S2′ Pleroma"",""S4′ Anima"",""S5′ Aletheia""],""native_owners"":[""QL-MEF"",""AIKit"",""Factory""],""evidence_refs"":[""QLMEF_CURRENT_KERNEL"",""FACTORY_JOURNEY_176""],""m_standing"":""CURRENT-DOMAIN-SPEC"",""epi_composition_standing"":""DERIVED-CURRENT-ARCHITECTURE"",""epii_on_x_ref"":""EPII_ON_M2_PARASAKTI"",""return_profile"":""M2""},""domain"":{""schema_version"":""epi-m-capability-domain/0.2"",""status"":""active-research-matrix"",""date"":""2026-09-03"",""m"":""M2"",""m_name"":""Paraśakti"",""m_prime"":""M2′ correspondential / cymatic instrument"",""epii_on_x"":{""ref"":""EPII_ON_M2_PARASAKTI"",""name"":""Epii-on-Paraśakti"",""source"":""m5-prime-epii-on-parashakti-graph-relational-ml.md"",""blob"":""530c3a15dd27945545328a9d015f18ea038265f9"",""standing"":""CURRENT-DOMAIN-SPEC / RESEARCH-PROPOSITION"",""developmental_law"":""Graph-relational ML over derived representation geometry; embeddings remain rebuildable and non-canonical.""},""return"":{""target_ground"":""Paraśakti canonical correspondential source"",""recognition_owner"":""QL-MEF/Epi correspondential source authority; learned geometry and fitness evidence remain derived until recognised"",""proposal_is_not_promotion"":true}},""readiness"":{""ref"":""M2P-DET-GATE"",""readiness"":""EPI-GAP""},""evidence"":{""QLMEF_CURRENT_KERNEL"":{""standing"":""CURRENT-DEVELOPMENT"",""owner"":""QL-MEF"",""revision"":""590ea5464e0b422beaddea2669039e3d8c7fcb5c"",""source"":""QL-MEF current main plus current subsystem matrix/kernel carriers"",""relation"":""Current QL/MEF/Vāk/kernel owner supplies formal relations and domain instrument substrate; each capability-specific implementation/observed-result claim still requires exact native proof when promoted.""},""FACTORY_JOURNEY_176"":{""standing"":""IMPLEMENTATION-FACT"",""owner"":""Software Factory"",""revision"":""current main at 7e8fadea5156d75eb872f55f4fd4938d47fb0648"",""source"":""EpiLogos/agent-system-design#176 (closed completed)"",""relation"":""Commission/Journey/Run carries developmental continuity and evidence while Actuation owns Agency/authority/Return, AIKit operative body/context and Workcell material placement.""}},""standing_mapping"":{""source"":""CURRENT-DOMAIN-SPEC"",""canonical"":""architecture-contract"",""basis"":""Source domain specification role; no implementation claim.""}}"
M3P-CLOCK,capability,,,,[],Render shared harmonic clock without a private renderer clock,Read the M3′ clock from shared harmonic/world state so all consumers share one phase referent rather than minting local clocks.,Render shared harmonic clock without a private renderer clock,unresolved,architecture-contract,epi-m-capability-field-m3.json;epi-capability-readiness.json,,,EPI-M-CAPABILITY-FIELD.md,,,"{""capability"":{""capability_ref"":""M3P-CLOCK"",""m"":""M3"",""for_what"":""Render shared harmonic clock without a private renderer clock"",""m_prime_operation"":""Read the M3′ clock from shared harmonic/world state so all consumers share one phase referent rather than minting local clocks."",""s_prime"":[""S3′ Chronos"",""S2′ Pleroma"",""S0′ Khora""],""native_owners"":[""QL-MEF"",""AIKit"",""O:I SharedField""],""evidence_refs"":[""OI_SHAREDFIELD_SPACETIMEDB"",""QLMEF_CURRENT_KERNEL""],""m_standing"":""CURRENT-DOMAIN-SPEC"",""epi_composition_standing"":""DERIVED-CURRENT-ARCHITECTURE"",""epii_on_x_ref"":""EPII_ON_M3_MAHAMAYA"",""return_profile"":""M3""},""domain"":{""schema_version"":""epi-m-capability-domain/0.2"",""status"":""active-research-matrix"",""date"":""2026-09-03"",""m"":""M3"",""m_name"":""Mahāmāyā"",""m_prime"":""M3′ world-clock / symbolic transcription instrument"",""epii_on_x"":{""ref"":""EPII_ON_M3_MAHAMAYA"",""name"":""Epii-on-Mahāmāyā"",""source"":""m5-prime-epii-on-mahamaya-process-reward-rl.md"",""blob"":""7c868244f5776fb091b9b8625d484d33a4bd1b17"",""standing"":""CURRENT-DOMAIN-SPEC / RESEARCH-PROPOSITION"",""developmental_law"":""Canonical symbolic/calculation substrate remains constructed; calculation pathways may learn through process-reward RL, federated and symbolic/genetic work.""},""return"":{""target_ground"":""Mahāmāyā canonical symbolic/calculation substrate"",""recognition_owner"":""QL-MEF/Epi symbolic source authority; learned pathways/programs remain candidates until governed Recognition"",""proposal_is_not_promotion"":true}},""readiness"":{""ref"":""M3P-CLOCK"",""readiness"":""EPI-GAP""},""evidence"":{""OI_SHAREDFIELD_SPACETIMEDB"":{""standing"":""IMPLEMENTATION-FACT + OBSERVED-RESULT"",""owner"":""O:I SharedField"",""revision"":""current O:I main 18fd59838c63b0a2caff23e249eff24a8a0f6fc0; hosted Explore lineage"",""source"":""O:I SharedField/SpaceTimeDB application line; source-trace/W11 lineage"",""relation"":""Live hosted SharedField application substrate supplies common state/readings across human/desktop/Agent surfaces; hosted IDs/state do not own Epi semantic identity.""},""QLMEF_CURRENT_KERNEL"":{""standing"":""CURRENT-DEVELOPMENT"",""owner"":""QL-MEF"",""revision"":""590ea5464e0b422beaddea2669039e3d8c7fcb5c"",""source"":""QL-MEF current main plus current subsystem matrix/kernel carriers"",""relation"":""Current QL/MEF/Vāk/kernel owner supplies formal relations and domain instrument substrate; each capability-specific implementation/observed-result claim still requires exact native proof when promoted.""}},""standing_mapping"":{""source"":""CURRENT-DOMAIN-SPEC"",""canonical"":""architecture-contract"",""basis"":""Source domain specification role; no implementation claim.""}}"
M3P-TRANSDUCTION,capability,,,,[],Display M2 72-to-DET-to-64 reception provenance,Inspect M3′ symbolic reception with the exact M2/DET basis and distinguish canonical codec facts from derived transduction evidence.,Display M2 72-to-DET-to-64 reception provenance,unresolved,architecture-contract,epi-m-capability-field-m3.json;epi-capability-readiness.json,,,EPI-M-CAPABILITY-FIELD.md,,,"{""capability"":{""capability_ref"":""M3P-TRANSDUCTION"",""m"":""M3"",""for_what"":""Display M2 72-to-DET-to-64 reception provenance"",""m_prime_operation"":""Inspect M3′ symbolic reception with the exact M2/DET basis and distinguish canonical codec facts from derived transduction evidence."",""s_prime"":[""S1′ Hen"",""S2′ Pleroma"",""S5′ Aletheia""],""native_owners"":[""QL-MEF"",""AIKit""],""evidence_refs"":[""QLMEF_CURRENT_KERNEL""],""m_standing"":""CURRENT-DOMAIN-SPEC"",""epi_composition_standing"":""DERIVED-CURRENT-ARCHITECTURE"",""epii_on_x_ref"":""EPII_ON_M3_MAHAMAYA"",""return_profile"":""M3""},""domain"":{""schema_version"":""epi-m-capability-domain/0.2"",""status"":""active-research-matrix"",""date"":""2026-09-03"",""m"":""M3"",""m_name"":""Mahāmāyā"",""m_prime"":""M3′ world-clock / symbolic transcription instrument"",""epii_on_x"":{""ref"":""EPII_ON_M3_MAHAMAYA"",""name"":""Epii-on-Mahāmāyā"",""source"":""m5-prime-epii-on-mahamaya-process-reward-rl.md"",""blob"":""7c868244f5776fb091b9b8625d484d33a4bd1b17"",""standing"":""CURRENT-DOMAIN-SPEC / RESEARCH-PROPOSITION"",""developmental_law"":""Canonical symbolic/calculation substrate remains constructed; calculation pathways may learn through process-reward RL, federated and symbolic/genetic work.""},""return"":{""target_ground"":""Mahāmāyā canonical symbolic/calculation substrate"",""recognition_owner"":""QL-MEF/Epi symbolic source authority; learned pathways/programs remain candidates until governed Recognition"",""proposal_is_not_promotion"":true}},""readiness"":{""ref"":""M3P-TRANSDUCTION"",""readiness"":""EPI-GAP""},""evidence"":{""QLMEF_CURRENT_KERNEL"":{""standing"":""CURRENT-DEVELOPMENT"",""owner"":""QL-MEF"",""revision"":""590ea5464e0b422beaddea2669039e3d8c7fcb5c"",""source"":""QL-MEF current main plus current subsystem matrix/kernel carriers"",""relation"":""Current QL/MEF/Vāk/kernel owner supplies formal relations and domain instrument substrate; each capability-specific implementation/observed-result claim still requires exact native proof when promoted.""}},""standing_mapping"":{""source"":""CURRENT-DOMAIN-SPEC"",""canonical"":""architecture-contract"",""basis"":""Source domain specification role; no implementation claim.""}}"
